orden,n_comp,fecha_emision,cod_cliente,figura,importe,bonif_sin_imp,imp_gravado,imp_exento,imp_iva,montib,gastadmi,boniflibro,bonifcosme,bonifpract,porclider,boniflider,bonifivadic,zona
1,"B0000301258914","2021-10-27",3079961,2,5533.02,1283.97,4572.74,0.00,960.28,205.77000000000,"116.99",0.00,"713.98","569.99","","0.00","0.00",022
2,"B0000301258915","2021-10-27",3656454,2,7199.01,2172.92,5949.59,0.00,1249.41,267.73000000000,"152.21",0.00,"1710.94","461.98","","0.00","0.00",022
3,"B0000301258916","2021-10-27",3818241,2,3016.71,466.98,2493.15,0.00,523.56,112.19000000000,"63.78",0.00,"353.99","112.99","","0.00","0.00",022
4,"B0000301258917","2021-10-27",3935167,2,9730.49,3384.90,8041.73,0.00,1688.76,361.88000000000,"205.73",0.00,"2927.42","457.48","","0.00","0.00",022
5,"B0000301258918","2021-10-27",3960889,2,3747.15,541.98,3096.82,0.00,650.33,139.36000000000,"79.23",0.00,"345.99","195.99","","0.00","0.00",022
6,"B0000301258919","2021-10-27",4476050,10,16442.81,3824.41,12297.83,0.00,4144.98,553.40000000000,"347.66",0.00,"1851.96","1972.45","","0.00","1562.44",022
7,"B0000301258920","2021-10-27",4766342,2,5583.96,1493.96,4614.84,0.00,969.12,207.67000000000,"118.06",0.00,"1103.97","389.99","","0.00","0.00",022
8,"B0000301258921","2021-10-27",4946952,2,3951.48,661.98,3265.68,0.00,685.79,146.96000000000,"83.55",0.00,"521.99","140.00","","0.00","0.00",022
9,"B0000301258922","2021-10-27",4946995,2,5281.61,909.98,4364.97,0.00,916.64,196.42000000000,"111.67",0.00,"707.98","202.00","","0.00","0.00",022
10,"B0000301258923","2021-10-27",4958624,2,3064.74,319.99,2532.84,0.00,531.90,113.98000000000,"64.80",0.00,"126.00","193.99","","0.00","0.00",022
11,"B0000301258924","2021-10-27",4972805,2,3240.46,447.99,2678.06,0.00,562.39,120.51000000000,"68.51",0.00,"275.99","172.00","","0.00","0.00",022
12,"B0000301258925","2021-10-27",5533406,2,7455.96,2141.44,6161.95,0.00,1294.01,277.29000000000,"157.64",0.00,"1674.96","466.48","","0.00","0.00",022
13,"B0000301258926","2021-10-27",5979315,10,14374.67,3588.92,10751.03,0.00,3623.64,483.80000000000,"303.93",0.00,"2094.95","1493.97","","0.00","1365.92",022
14,"B0000301258927","2021-10-27",6125255,2,7761.95,2061.95,6414.83,0.00,1347.11,288.67000000000,"164.11",0.00,"1316.47","745.48","","0.00","0.00",022
15,"B0000301258928","2021-10-27",6606172,10,12433.59,3648.89,9299.27,0.00,3134.32,418.47000000000,"262.89",0.00,"2826.92","821.97","","0.00","1181.47",022
16,"B0000301258929","2021-10-27",6806643,2,6920.73,1375.47,5719.61,0.00,1201.12,257.38000000000,"146.33",0.00,"461.98","913.48","","0.00","0.00",022
17,"B0000301258930","2021-10-27",6882897,2,9175.75,2337.92,7583.26,0.00,1592.48,341.25000000000,"194.01",0.00,"1353.96","983.96","","0.00","0.00",022
18,"B0000301258931","2021-10-27",6923062,10,13429.82,2183.97,10044.36,0.00,3385.45,452.00000000000,"283.95",0.00,"344.99","1838.98","","0.00","1276.14",022
19,"B0000301258932","2021-10-27",6983871,10,12347.55,3073.44,9234.92,0.00,3112.63,277.05000000000,"261.07",0.00,"1718.96","1354.48","","0.00","1173.30",022
20,"B0000301258933","2021-10-27",6984169,2,4872.40,1450.45,4026.77,0.00,845.62,181.20000000000,"103.02",0.00,"1190.96","259.49","","0.00","0.00",022
21,"B0000301258934","2021-10-27",7223935,2,5415.90,1228.47,4475.95,0.00,939.95,201.42000000000,"114.51",0.00,"653.98","574.48","","0.00","0.00",022
22,"B0000301258935","2021-10-27",7318146,10,11288.88,2519.42,8443.13,0.00,2845.76,379.94000000000,"238.68",0.00,"1041.97","1477.45","","0.00","1072.70",022
23,"B0000301258936","2021-10-27",7473044,2,3220.02,497.98,2661.17,0.00,558.85,119.75000000000,"68.08",0.00,"439.99","58.00","","0.00","0.00",022
24,"B0000301258937","2021-10-27",7514859,2,7126.00,1514.45,5889.26,0.00,1236.74,265.02000000000,"150.67",0.00,"633.98","880.47","","0.00","0.00",022
25,"B0000301258938","2021-10-27",7551932,2,2643.80,611.97,2184.96,0.00,458.84,98.32000000000,"55.90",0.00,"419.98","191.99","","0.00","0.00",022
26,"B0000301258939","2021-10-27",7863535,2,4351.41,1240.47,3596.21,0.00,755.20,0.00000000000,"92.00",0.00,"986.98","253.49","","0.00","0.00",022
27,"B0000301258940","2021-10-27",7894708,2,3065.75,478.98,2533.68,0.00,532.07,114.02000000000,"64.82",0.00,"365.99","112.99","","0.00","0.00",022
28,"B0000301258941","2021-10-27",7918038,10,39968.56,10185.20,29893.09,0.00,10075.47,1345.19000000000,"845.07",0.00,"5959.82","4225.37","","0.00","3797.92",022
29,"B0000301258942","2021-10-27",7942311,2,9754.55,2201.45,8061.61,0.00,1692.94,362.77000000000,"206.24",0.00,"951.97","1249.47","","0.00","0.00",022
30,"B0000301258943","2021-10-27",8109699,2,9060.87,2450.43,7488.32,0.00,1572.55,336.97000000000,"191.58",0.00,"1518.96","931.47","","0.00","0.00",022
31,"B0000301258944","2021-10-27",8164002,2,7773.10,1680.94,6424.05,0.00,1349.05,289.08000000000,"164.35",0.00,"678.98","1001.96","","0.00","0.00",022
32,"B0000301258945","2021-10-27",8183724,2,9638.07,2255.43,7965.35,0.00,1672.72,0.00000000000,"203.78",0.00,"1134.96","1120.47","","0.00","0.00",022
33,"B0000301258946","2021-10-27",8321027,2,3749.16,599.98,3098.48,0.00,650.68,139.43000000000,"79.27",0.00,"75.00","524.98","","0.00","0.00",022
34,"B0000301258947","2021-10-27",8602875,2,4937.30,1046.97,4080.41,0.00,856.89,183.62000000000,"104.39",0.00,"485.98","560.98","","0.00","0.00",022
35,"B0000301258948","2021-10-27",8647518,2,5941.51,1493.96,4910.33,0.00,1031.17,220.97000000000,"125.62",0.00,"950.97","542.98","","0.00","0.00",022
36,"B0000301258949","2021-10-27",8935041,10,10655.57,3089.42,7969.46,0.00,2686.11,358.63000000000,"225.29",0.00,"2226.94","862.47","","0.00","1012.52",022
37,"B0000301258950","2021-10-27",8983194,2,4660.98,1597.46,3852.05,0.00,808.93,173.34000000000,"98.55",0.00,"1529.97","67.50","","0.00","0.00",022
38,"B0000301258951","2021-10-27",9192670,10,11827.91,2601.95,8846.27,0.00,2981.64,0.00000000000,"250.08",0.00,"1053.98","1547.97","","0.00","1123.92",022
39,"B0000301258952","2021-10-27",9242732,2,5656.52,922.98,4674.81,0.00,981.71,210.37000000000,"119.60",0.00,"657.98","265.00","","0.00","0.00",022
