"orden","n_comp","fecha_emision","cod_cliente","figura","importe","bonif_sin_imp","imp_gravado","imp_exento","imp_iva","montib","gastadmi","boniflibro","bonifcosme","bonifpract","porclider","boniflider","bonifivadic","zona"
656,"B0000301262934","2021-10-27",2295025,2,3035.59,688.47,2508.75,0.0,526.84,0.0,"64.18",0.0,"434.99","253.48","","0.00",0.0,221
669,"B0000301262947","2021-10-27",2295904,2,6385.37,1729.46,5277.17,0.0,1108.21,0.0,"135.01",0.0,"1220.97","508.48","","0.00",0.0,221
707,"B0000301262985","2021-10-27",2299486,2,7760.84,1632.93,6413.92,0.0,1346.92,0.0,"164.09",0.0,"587.48","1045.45","","0.00",0.0,221
710,"B0000301262988","2021-10-27",2299677,2,4849.96,1162.47,4008.23,0.0,841.73,0.0,"102.54",0.0,"899.98","262.49","","0.00",0.0,221
711,"B0000301262989","2021-10-27",2299678,2,9897.63,2501.44,8179.86,0.0,1717.77,0.0,"209.27",0.0,"1443.97","1057.47","","0.00",0.0,221
713,"B0000301262991","2021-10-27",2299780,2,4690.03,938.96,3876.06,0.0,813.97,0.0,"99.16",0.0,"374.99","563.97","","0.00",0.0,221
748,"B0000301263026","2021-10-27",2303616,2,3670.54,696.98,3033.5,0.0,637.04,0.0,"77.61",0.0,"639.98","57.00","","0.00",0.0,221
767,"B0000301263045","2021-10-27",2306426,2,4029.6,1045.47,3330.25,0.0,699.35,0.0,"85.20",0.0,"668.98","376.49","","0.00",0.0,221
768,"B0000301263046","2021-10-27",2306523,2,4573.61,1652.96,3779.84,0.0,793.77,0.0,"96.70",0.0,"1541.96","111.00","","0.00",0.0,221
769,"B0000301263047","2021-10-27",2306530,2,5414.91,1879.45,4475.13,0.0,939.78,0.0,"114.49",0.0,"1679.96","199.49","","0.00",0.0,221
780,"B0000301263058","2021-10-27",2309885,2,2842.57,727.48,2349.23,0.0,493.34,0.0,"60.10",0.0,"476.99","250.49","","0.00",0.0,221
